Wave_1,Wave_2,Wave_3,Wave_4,Wave_5,Wave_6,Wave_7,Wave_8,Wave_9,Wave_10,Wave_11,Wave_12,Wave_13,Wave_14,Wave_15,Wave_16,Wave_17,Wave_18,Wave_19,Wave_20,Wave_21,Wave_22,Wave_23,Wave_24,Wave_25,Wave_26,Wave_27,Wave_28,Wave_29,Wave_30,Wave_31,Wave_32,Wave_33,Wave_34,Wave_35,Wave_36,Wave_37,Wave_38,Wave_39,Wave_40,Wave_41,Wave_42,Wave_43,Wave_44,Wave_45,Wave_46,Wave_47,Wave_48,Wave_49,Wave_50,proton_speed,proton_density,proton_temperature
42.98092333,0.885249,60.98183333,73.12497,161.3534167,313.7391833,468.9144833,343.3933667,269.6230667,158.29765,294.2381667,317.9556167,367.2351667,347.92395,340.8028,297.9405833,361.40195,290.7985263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0766667,9.465833333,14447.21667
42.93408833,0.830292483,57.94708,59.98391333,129.0093667,270.7280833,450.3358,350.6071833,275.9349833,158.27275,293.99175,318.13815,368.2595,350.9555333,342.24605,297.21735,360.1291333,289.8387167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.52,8.546666667,13896.2
43.34605167,1.1321221,60.08488,68.61805167,154.1559667,301.3203667,454.7649,340.7613333,275.8042833,160.1600167,295.4681,318.4554667,368.5362167,350.5188833,342.2318667,297.3760667,360.7674333,290.3992333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.6728814,9.112711864,14917.54237
44.69276167,2.029137667,78.79739,116.6307567,251.95535,372.7465,430.4072667,314.4604833,288.1339333,171.6390333,302.0748167,323.5063833,367.39685,343.07595,337.799,301.0945167,367.36005,296.9325106,371.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.865,10.72916667,19016.3
45.064135,1.858259033,72.05138333,90.981525,187.2782167,282.44095,364.0565,275.6145167,274.9289333,169.8103833,304.0516167,325.5946167,370.84575,347.5262833,339.5424,300.2514333,365.35135,296.3836724,368.54625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.9033333,7.977666667,18747.55
44.37302917,1.431085292,64.22754286,76.126476,155.7787255,263.7677547,374.676,285.375717,272.5646981,165.5644615,300.8514898,323.1366735,371.0340816,352.5165714,343.257449,299.3406531,365.2303469,299.7612157,372.2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.1282609,7.452608696,15574.93478
43.98236552,1.27663,66.08208621,82.33911034,162.0612759,237.4102414,294.9108966,209.1714828,256.1670345,169.5197931,303.0003793,322.936931,371.3793793,351.6138621,341.7114138,299.9368966,366.4723448,295.944069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.4037037,5.728888889,18394.11111
40.17228246,0.520241947,54.9822614,50.69060702,76.33990526,73.70119298,129.7308947,161.6904912,318.094614,305.9801404,370.9758421,341.6026316,358.1352807,334.2899123,354.2672632,341.8580702,390.7169123,304.3379825,377.7035439,361.9887018,325.99388,359.0994737,394.0371818,388.6188182,422.6488182,290.9932727,340.4029091,327.543,305.5088182,328.5574545,326.9034,,,,,,,,,,,,,,,,,,,,321.6381818,3.843272727,19623.2
39.84473667,0.715038267,54.51596833,48.75086333,71.09859,81.12675167,165.9148667,229.0331833,322.7874167,212.5168,311.5311,327.6842667,365.9019333,345.6351333,358.3221333,324.0622833,370.2232333,307.6019333,383.7558,363.1540204,334.788375,356.598625,375.3693125,364.3428,414.5520833,297.5948333,341.1939,326.5531,303.572,329.6421111,325.76925,,,,,,,,,,,,,,,,,,,,314.4566667,3.5805,25067.8
36.00617167,0.33663845,52.30472333,46.87849333,57.92412167,57.259,122.7991667,167.1631167,294.7933167,207.9043833,307.5611667,316.6517667,370.8491833,357.0003,356.8379667,326.8147333,384.67255,337.90685,418.9133,396.1907333,319.3854386,338.3460526,346.5675439,320.8815614,367.920413,280.0560769,,,,,,,,,,,,,,,,,,,,,,,,,315.4983333,2.334333333,19912.58333
41.37090833,0.603437167,54.88656333,50.48017833,78.06203833,99.58507833,233.1858833,297.3613667,337.943,214.9472833,308.9276167,317.99025,360.0540667,351.4002,364.3936833,318.90915,365.7106667,300.58645,375.9276667,354.39908,317.2535,349.623,348,316.196,362.547,,,,,,,,,,,,,,,,,,,,,,,,,,309.78,5.093333333,15308.68333
47.22709333,4.147812,68.83194167,64.418005,103.4193483,147.3973167,409.1559,603.6556667,486.2175,237.0791,303.6431667,316.7828667,364.9052833,360.70215,368.7255833,313.3825667,364.87795,308.1680167,394.59475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.915,10.976,14627.73333
47.35797333,4.290938833,68.25626667,65.11271833,109.9646667,194.4545333,484.71065,595.6536333,433.5451,212.3762333,301.4320667,316.2224,364.1802333,359.9850667,368.7138,314.4487833,366.1914,318.4298,392.9633667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.3266667,11.31516667,13654.45
47.32508,3.386941,67.01424,66.796185,119.0491833,237.8191667,500.9733333,487.1338,336.7261833,173.5513167,300.9363,319.2414167,367.2254333,357.6998333,361.09655,310.1368167,368.2482333,325.9564333,388.9163846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.8566667,9.810333333,12027.25
49.190395,6.393674,73.154805,80.745445,156.7942,332.9522,542.1211,423.75095,302.23105,171.7352,305.94345,324.8268,371.82975,356.0956,355.117,308.59875,376.2264,333.5347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.7111111,10.60944444,14049.66667
47.38073,3.575973,74.9323,86.46568182,148.7073636,259.4576364,444.2882727,472.3419091,401.7107,223.7907,305.6141,317.1267,364.5668,360.2259,367.9287273,313.0264545,368.836,316.984,385.6108182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.31,10.654,19764.8
47.65872333,4.254003,75.45741667,86.94224167,156.94015,275.4413167,456.6678333,461.8425333,386.3983167,216.2512667,305.8621833,319.17815,366.2513333,358.88475,364.30895,311.7367667,370.6340667,318.8639167,385.3622653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.9716667,10.68283333,19488.81667
48.889705,6.952325,82.55523833,106.7141717,232.3903,376.5341333,470.7298833,348.4001333,296.9966167,175.4663333,305.4982333,324.2272667,370.8178333,355.4652,354.1246167,310.7923833,380.5377833,317.6259333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.37,10.3505,16496.33333
48.79718667,5.508458667,79.928735,104.8473983,241.2948333,410.8866667,502.7495167,353.2072167,291.4562333,172.1101833,305.1764167,324.0342833,370.8246667,355.0512333,354.1944667,310.7513167,383.2840167,319.8976833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0166667,11.03333333,15787.9
48.78469333,5.042328333,74.87370833,92.79572,207.3443833,392.4449833,539.91725,406.33395,306.9389167,173.8519,304.842,323.6975833,370.7356833,355.2313667,353.9393833,309.2493333,380.05785,326.0904333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.2283333,11.48316667,15430.5
48.78407,5.434761,81.13931167,110.9689967,263.7396167,433.6652167,486.4589833,310.29085,271.9498333,167.7882333,304.7514667,324.9575167,370.6541833,353.1582167,351.5716167,311.9890333,386.5973167,316.9895932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.0216667,10.90366667,15257.61667
49.66277833,9.652031833,89.23633333,136.4991333,311.1455833,454.6939167,441.2555667,254.3023833,257.76735,169.8180667,313.0048833,333.3297667,369.2855833,340.2611,338.8897833,314.54375,387.5455833,315.734087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.1116667,11.39816667,16963.45
50.69264386,15.15685456,111.7078684,221.0478246,409.4278772,450.7047368,329.8720351,173.661193,245.1735263,171.6393684,318.5180175,338.6650526,369.5328596,334.3527193,334.514386,326.2155263,384.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.3071429,11.48410714,15492.5
50.64721111,15.17297407,117.3227407,254.7264074,454.2671111,447.2744074,282.6084074,150.6818889,239.9121481,170.9898519,318.5367407,337.7898519,367.7498889,332.3327407,335.828963,337.6009259,385.375963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.9481481,11.47851852,13337.14815
51.00018077,17.46440385,138.3369231,288.3368846,461.0420385,404.9958077,246.2070385,144.4886154,240.8683462,175.7501923,323.5244231,336.2884615,361.3385769,324.3158846,338.4273846,340.6758462,384.4746364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.8583333,12.02333333,15997.75
48.88740333,6.445244333,70.5981,74.88579167,129.9752,227.2713667,439.5277667,508.0988333,436.9418667,247.0665167,312.88735,319.3903167,363.8999,359.0483833,368.6422333,315.7735667,366.5164667,316.7036833,391.6053833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.2133333,10.79433333,18258
49.22639667,7.176492167,73.35487833,83.32069667,154.4927333,288.0624833,478.7346167,459.1090167,368.3979167,207.1549333,307.0237,321.4566167,367.6340833,356.2184,360.2892667,311.0294667,369.7724333,316.4260167,380.2530333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.9583333,10.81366667,19393.63333
48.48702,3.8148345,69.75688667,79.825745,151.4611667,276.7760833,439.63635,389.8796667,323.37595,181.2676167,303.9325167,322.3268333,369.9323,355.02645,354.30945,305.8217,368.0718167,308.2580833,375.5847143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.1383333,9.191,16965.91667
48.32301667,4.141737333,70.061895,79.56833167,157.06655,297.5374667,450.5368667,349.56555,288.7630833,168.43415,301.8507667,321.0891167,369.1276333,354.1199167,353.746,305.9531167,376.8512167,333.2951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.555,8.837666667,15070.3
47.12489833,2.939611667,65.459635,67.15615333,122.3676333,220.1887,433.1172833,428.7139833,335.2811833,176.69595,298.5516333,314.1233833,362.1498833,356.2599167,363.8554667,311.3908167,368.2763833,331.2414333,389.7916383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0083333,8.7535,13868.55
45.60308,1.582514833,61.60354833,62.90956833,115.5443167,197.7352667,387.4662333,385.3151833,324.50895,175.4582,295.8037667,310.75325,359.513,355.1116167,362.9361333,309.3943167,367.0274667,327.2589167,384.3596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.5,7.784,15136.8
45.73509667,1.640832667,61.62087,62.61540333,115.86245,202.49735,396.7244167,388.0515333,320.3492333,172.6703333,294.3035,311.0520667,360.83055,354.3500333,359.9440833,308.1528833,367.4525,328.28895,385.1444524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.9883333,7.9085,14806.68333
45.73912963,1.363091481,59.77488889,59.17812222,111.4669259,209.3999259,413.5356296,370.9325556,296.3268889,165.6648148,294.1073704,314.2966667,365.3825185,350.7525185,350.5474444,302.8900741,367.9778889,331.2817407,378.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.128,7.8192,14101.24
45.60493913,1.386074609,61.60973478,74.51715652,153.2286957,261.9039565,366.6395652,280.3455652,271.5757826,163.2784348,293.7638261,313.8776522,364.5671304,351.0963043,350.1374348,305.5953913,380.4591304,318.7396957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.9409091,7.281363636,16219.68182
45.49784833,1.441852333,61.810005,76.82874833,158.7579,270.0530667,371.363,276.1391,266.2712833,161.2930667,293.0741333,313.9975,365.3222833,351.06085,350.05985,305.29995,379.6840333,317.9034333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.5233333,7.356166667,15878.9
45.76484833,1.5081585,63.26183667,79.71439167,166.4823333,277.1682667,372.74885,275.8721167,266.43285,161.68335,294.2020167,315.0315167,365.2744333,351.7537667,350.698,306.4893,380.7019167,316.2536333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.4666667,7.472666667,15926.2
45.972275,1.6653995,63.01196,77.01612667,156.2475333,271.2342,386.1376333,299.4160167,276.14285,163.5693667,294.4066,315.3619167,365.84175,351.697,350.43285,305.6462667,378.2652833,321.3265333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.2616667,7.7045,15903.33333
46.16282167,1.687278833,65.054135,81.77583333,166.6917833,278.5433667,385.0177333,295.6436833,275.7900333,164.1874833,295.56025,316.21865,366.29335,351.7225,350.53435,304.9029,376.1922333,316.4816667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.965,7.802833333,16199.58333
46.22778,1.850064167,71.43665,97.40890333,208.2872,308.0973,353.8208,236.9608,253.6090333,161.3665167,297.5490833,319.8735333,365.91085,346.6622833,345.1307167,310.0781667,385.35035,311.1680714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.525,7.769333333,17173.93333
47.30170667,2.936278667,67.54901667,81.03286,161.1687833,273.8961833,424.9011833,408.0203333,363.7398667,213.7181,306.1676833,318.17395,365.0864833,354.86505,359.0091,311.3718,377.8434,325.9371833,397.378871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0416667,9.897333333,17703.16667
47.42705167,2.493698167,64.10922333,68.835785,129.22775,247.36975,479.5115,537.7272333,436.0768333,238.1532667,306.1054,313.3715,359.5191,354.93995,366.1473167,313.6505833,370.4433167,336.9241833,396.5299833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.2883333,11.66266667,17529.05
48.495205,4.2017285,66.73221667,71.20296667,130.9757,246.0378833,500.5751333,602.0063833,482.2608333,254.18165,305.6805333,313.2879833,359.87385,353.3621167,363.02435,311.6320167,369.5407667,323.7874833,394.6192182,366.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.0583333,13.09316667,17349.25
49.33926,8.334866167,70.86130333,76.44475833,133.9610833,260.45725,545.2749167,666.1825167,512.3083833,270.1973333,311.5337,315.3597833,360.0895167,354.1935667,365.4486667,314.2478667,366.66235,308.9694833,384.2622833,368.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.1933333,14.453,17579.58333
48.14332727,4.32104,67.60444545,68.1257,116.8123182,185.0303182,406.6003182,554.8783182,525.4378182,324.9915,334.1450909,326.1781818,365.3336818,358.4972273,366.8039091,311.7998182,367.1628182,322.1575455,406.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.385,11.64,18957.7
48.65898,3.647001,69.00473,76.17006364,129.195,209.8166364,399.7906364,498.0925455,477.4243636,310.9678182,338.6072727,329.0483636,366.4957273,357.8715455,366.2465455,310.566,367.5286,316.5213636,389.9210909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.9666667,10.95666667,21834.55556
50.519555,12.21909417,76.03507333,86.12339333,153.18815,287.5756167,524.53605,621.0316167,530.0791667,324.53615,336.8790333,326.4211833,365.0281667,356.7535,367.0155833,314.4395,371.6518,326.4875667,395.6793729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.5083333,14.53533333,21458.98333
50.54107667,13.58115083,91.20515167,114.5558,215.7707333,301.47605,409.3772667,401.3782,394.2744667,262.17985,331.6188833,329.84985,369.4002667,359.2394167,365.8411333,317.4386,382.97715,319.5377333,379.8636786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.89,10.82833333,28667.78333
51.39613833,14.62997667,92.32053833,115.0556,215.7758833,305.3064,424.00865,431.257,420.5248,281.9849833,337.1963667,332.1015,369.8923333,359.9044667,367.31285,318.49205,382.7238333,323.2695167,383.1975593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.475,11.60066667,29193.68333
51.32766667,13.31551444,89.74872222,113.103037,215.7044815,310.9172222,426.6477407,425.0828148,414.4927037,281.8592963,340.859037,336.1274815,372.1154815,360.4257407,366.8633704,317.2251111,382.7315556,328.5175926,386.9069259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.644,11.45,29552.88
48.09485333,3.814576667,70.501315,70.029995,113.4902683,163.5406167,328.8558167,374.3514,361.5929,215.5450167,310.2864167,320.9433,366.3781167,361.7016833,366.7259667,306.6014833,362.5263333,294.0698833,371.4798333,362.9296667,319.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.2383333,7.1565,17359.95
48.481635,5.050426667,74.86818833,77.68855,120.36295,171.5587,329.1306333,374.4185167,366.6344667,216.4801,310.1293333,321.8461333,367.0469667,362.5640333,367.412,306.4669667,362.8241,292.9503833,370.9815167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.1816667,7.2955,18118.25
51.26870833,13.41068917,89.720175,110.7304933,205.0498,309.7686333,410.9363167,326.2116667,300.5869667,188.5327,313.8604,330.51405,372.7818,352.8834167,350.07815,307.4345,368.7030847,301.0732982,373.44135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.0785714,9.411428571,19735.35714
50.79969833,10.34041333,75.98973667,91.98543167,221.7913333,464.8844833,578.6233333,338.4274333,267.50765,168.58145,308.5068167,327.21185,372.4583333,354.0723833,350.9457167,308.2925167,375.1184833,309.2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.7183333,11.61833333,12462.13333
50.136815,8.223769,74.221135,94.557505,242.8357167,504.03955,569.42575,295.5593167,253.5100167,164.6770667,306.6646333,325.9937833,371.1371667,352.7791,349.66435,308.1839833,377.3225333,307.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.6466667,11.47433333,10554.08333
51.56552333,12.78849167,81.87312,108.7678133,297.6493167,548.9800833,532.2301333,259.24495,252.8315167,171.30285,317.7718167,337.1106333,368.2358833,331.2517167,332.3989333,309.1719833,378.0739,303.5411429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.9483333,12.77466667,13673.1
51.27737143,10.9796225,87.75665357,137.1513214,370.9536429,561.5853571,458.5832857,213.8636429,247.291,170.5097143,317.3648571,337.0389286,367.3152857,329.7101071,331.6101786,310.8359643,377.1506429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.7307692,12.79653846,13033.65385
52.39959333,15.40981667,108.2025667,234.2104667,481.6709333,530.3076333,332.8783667,158.4690333,244.9899,174.6915667,320.4503333,339.3994667,369.1231667,330.9367667,333.036,313.3369667,371.4613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.42,12.8,12546.7
52.147455,16.33223,115.31444,237.5777667,448.6591833,479.9724,320.7982167,163.6717,244.9470833,174.4811833,319.9285167,338.56705,367.3042167,328.41305,332.0859833,311.56435,369.8726071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.4516667,12.321,14999.95
52.65194167,18.10173667,128.6195,260.0381667,449.1431833,451.80895,303.4301167,161.1227167,246.4419,176.5613667,321.20415,338.4832,366.50085,327.9523167,332.4686667,310.8377833,368.7071042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.91,12.50216667,17701.36667
51.83588833,16.37992,120.6923333,248.4255667,436.8571667,426.30415,273.3005833,150.97375,242.5015833,175.0873333,321.8089,338.1872833,364.5289667,324.8574333,330.8463667,308.1075167,367.8007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.7666667,11.68883333,16755.61667
51.47599167,22.41203667,174.3213,304.8891333,396.0305833,289.7843333,187.3490333,137.9456833,242.34385,179.0356833,323.2344333,331.3969833,353.7897833,319.8035,332.1083333,305.6762807,365.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.625,11.11966667,21810
51.91664167,17.40160167,130.0269183,261.3688167,434.0631333,398.1989,250.6884333,147.9271333,243.6769833,177.7952,323.6185167,337.3403333,362.20595,323.00835,330.385,307.3855,367.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.225,11.80316667,19402.11667
51.99231333,16.40050667,120.7580667,250.5522667,444.967,426.16805,264.4185,148.42435,242.9573667,176.8446833,322.21575,339.69305,366.2339667,325.3940833,330.92875,309.17385,367.1807708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.03,11.6505,17137.25
51.24911667,15.26109,122.0579267,211.2609833,360.6414,375.78505,287.9861167,166.9182167,244.4977,173.7333333,319.1407833,335.73995,362.2778,321.2730667,328.9287833,306.6534833,369.7939744,297.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.3583333,10.90716667,21061.28333
49.72885833,9.238466,91.59724,135.7856667,305.4010167,395.0938167,331.2843167,178.4360667,242.6437167,169.5338167,314.8791667,336.24445,364.2545167,320.3785833,326.4213667,307.5144167,372.6915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.405,9.8225,18934.6
51.26759,15.9302465,123.0982617,196.4891,341.5151167,378.6504833,307.7468,175.1067667,243.8497667,172.0857,318.5230667,334.88325,360.3481167,319.5161333,328.2639167,308.1036167,372.6386842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.7233333,10.89833333,21424.46667
60.121055,46.94356333,284.8969667,373.5390333,345.7052,191.6503333,145.9931,131.20435,243.1979667,187.074,324.7650333,318.83665,336.0927333,315.8514,336.9151,312.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.36,11.95933333,20881.1
53.86873833,35.38256667,227.3926667,313.1770333,324.2107667,203.6475833,152.9146667,130.29775,234.9220167,175.6877,317.5198667,318.6494833,338.7233833,313.4632,333.2318333,305.1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.635,10.5815,22700.5
50.807465,21.77018333,173.3046667,303.6930167,413.8818833,329.3470333,212.96525,140.8100333,234.32545,168.17775,313.5663,326.83455,351.9643667,316.0553667,329.9709,308.6627167,367.2023333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0933333,11.7965,21585.05
49.82702333,20.08797667,167.537,310.5366333,429.2507,331.1438833,203.2635667,137.4239833,233.6422167,168.3612833,312.2912,324.6020667,350.0448333,316.00395,331.0229167,310.1772333,369.9944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.4833333,11.8505,18855.63333
51.0531,23.68278167,198.3067333,378.6447333,489.1723333,336.8232667,186.3590667,133.8486167,233.7738667,167.77595,312.8323833,325.5910833,351.4395667,316.43085,331.04585,309.4409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.84,12.89416667,14121.68333
51.20340667,18.64072,155.9297,356.8744667,574.8864833,489.0758333,262.8033667,143.7489,236.315,167.4266,312.0485167,327.4403,355.7961167,319.04945,330.2648833,311.88895,370.8817222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.275,14.77316667,12468.55
51.49812167,18.337575,143.48395,316.5448167,541.85185,526.3572833,317.4603333,157.8882833,239.4133333,168.6551833,313.0232333,329.9555167,359.32045,320.9396,329.4804833,311.2483333,370.2254468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.5233333,15.16383333,15733.31667
52.42396833,25.07965,190.7998667,370.1459167,541.3267167,475.71855,289.1675333,155.9887833,240.5402667,169.63235,313.2743667,325.87255,352.69625,317.0734833,329.8916333,310.0605833,367.1976667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.6083333,15.786,17658.23333
52.637245,26.70868833,203.0883333,385.0634167,539.4805667,452.70415,269.4347667,150.1017333,237.6948167,168.56165,312.0432,324.831,351.4337833,316.1687167,330.0271833,310.53145,368.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.8383333,15.58416667,17212.81667
51.4800931,23.98420345,216.6145862,453.7248276,589.3242759,391.2644483,192.4547931,133.8104138,233.688931,166.830931,310.1566897,323.5445172,350.3572414,314.5163793,328.9585517,307.3297931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.7148148,15.31259259,12247.88889
